"zip code", "state abbreviation", "latitude", "longitude", "city", "state"
"22701", "VA", " 38.459521", " -77.99875", "Raccoon Ford", "Virginia"
"22701", "VA", " 38.459521", " -77.99875", "Raccoon Ford", "Virginia"
"22701", "VA", " 38.459521", " -77.99875", "Raccoon Ford", "Virginia"
"22701", "VA", " 38.459521", " -77.99875", "Raccoon Ford", "Virginia"
"23185", "VA", " 37.256301", " -76.70024", "Merrimac", "Virginia"
"23185", "VA", " 37.256301", " -76.70024", "Merrimac", "Virginia"
"23185", "VA", " 37.256301", " -76.70024", "Merrimac", "Virginia"
"23185", "VA", " 37.256301", " -76.70024", "Merrimac", "Virginia"
"23320", "VA", " 36.761698", " -76.24511", "Chesapeake", "Virginia"
"23451", "VA", " 36.864788", " -76.00098", "Virginia Beach", "Virginia"
"23503", "VA", " 36.942947", " -76.25470", "Norfolk", "Virginia"
"23601", "VA", " 37.053346", " -76.45948", "Newport News", "Virginia"
"23601", "VA", " 37.053346", " -76.45948", "Newport News", "Virginia"
"23666", "VA", " 37.050946", " -76.40711", "Hampton", "Virginia"
"23666", "VA", " 37.050946", " -76.40711", "Hampton", "Virginia"
"23703", "VA", " 36.867248", " -76.38232", "Portsmouth", "Virginia"
"23803", "VA", " 37.216950", " -77.43063", "Ettrick", "Virginia"
"23803", "VA", " 37.216950", " -77.43063", "Ettrick", "Virginia"
"23803", "VA", " 37.216950", " -77.43063", "Ettrick", "Virginia"
"24540", "VA", " 36.622638", " -79.39998", "Danville", "Virginia"
"98144", "WA", " 47.585770", "-122.30081", "Seattle", "Washington"
"98290", "WA", " 47.930902", "-122.03976", "Snohomish", "Washington"
"98512", "WA", " 46.969793", "-122.99802", "Olympia", "Washington"
"98908", "WA", " 46.605303", "-120.61762", "Wide Hollow", "Washington"
"99337", "WA", " 46.169982", "-119.10456", "Kennewick", "Washington"
"99337", "WA", " 46.169982", "-119.10456", "Kennewick", "Washington"
"26508", "WV", " 39.610980", " -79.89947", "Morgantown", "West Virginia"
"26508", "WV", " 39.610980", " -79.89947", "Morgantown", "West Virginia"
"26508", "WV", " 39.610980", " -79.89947", "Morgantown", "West Virginia"
"53045", "WI", " 43.055315", " -88.15030", "Brookfield", "Wisconsin"
"53066", "WI", " 43.108241", " -88.48935", "Oconomowoc", "Wisconsin"
"53095", "WI", " 43.403280", " -88.18026", "West Bend", "Wisconsin"
"53150", "WI", " 42.901235", " -88.12464", "Muskego", "Wisconsin"
"53150", "WI", " 42.901235", " -88.12464", "Muskego", "Wisconsin"
"53402", "WI", " 42.767286", " -87.79747", "Racine", "Wisconsin"
"53562", "WI", " 43.103711", " -89.51106", "Middleton", "Wisconsin"
"53562", "WI", " 43.103711", " -89.51106", "Middleton", "Wisconsin"
"54220", "WI", " 44.096194", " -87.68919", "Manitowoc", "Wisconsin"
"54302", "WI", " 44.505782", " -87.97947", "Green Bay", "Wisconsin"
"54401", "WI", " 44.958382", " -89.66930", "Wausau", "Wisconsin"
"54650", "WI", " 43.899664", " -91.22963", "Onalaska", "Wisconsin"
"54729", "WI", " 44.932711", " -91.38877", "Chippewa Falls", "Wisconsin"
"54911", "WI", " 44.276986", " -88.39445", "Appleton", "Wisconsin"
"54911", "WI", " 44.276986", " -88.39445", "Appleton", "Wisconsin"
"54935", "WI", " 43.769889", " -88.42810", "Taycheedah", "Wisconsin"
